Entry_Date,Exit_Date,Regime,Lots,CE_Entry,PE_Entry,Straddle_Entry,CE_Exit,PE_Exit,Straddle_Exit,Gross_PnL,Taxes,Slippage_Cost,Net_PnL,Equity,Reason,Peak,Drawdown_Pct
2024-01-19 10:45:00,2024-01-19 11:15:00,YELLOW,2,164.15,137.3,301.6,150.32,167.42,317.74,2098.24,136.01,40.26,1962.23,1336823.65,TIME_OUT,1338545.83,0.13
2024-01-19 11:55:00,2024-01-19 12:25:00,YELLOW,2,170.5,135.9,306.55,153.77,157.67,311.44,635.83,135.09,40.17,500.74,1337324.39,TIME_OUT,1338545.83,0.09
2024-01-19 12:30:00,2024-01-19 13:00:00,YELLOW,2,160.75,146.7,307.6,170.71,130.43,301.15,-839.07,133.04,39.57,-972.11,1336352.29,TIME_OUT,1338545.83,0.16
2024-01-19 13:25:00,2024-01-19 13:55:00,YELLOW,2,181.15,117.0,298.3,181.21,116.79,298.0,-38.76,131.68,38.76,-170.44,1336181.85,TIME_OUT,1338545.83,0.18
2024-01-19 14:15:00,2024-01-19 14:45:00,YELLOW,2,166.8,135.2,302.15,167.17,121.59,288.76,-1741.41,130.06,38.41,-1871.47,1334310.38,TIME_OUT,1338545.83,0.32
2024-01-19 14:55:00,2024-01-19 15:10:00,YELLOW,2,191.95,108.15,300.25,182.46,114.59,297.05,-415.82,131.63,38.82,-547.45,1333762.93,EOD,1338545.83,0.36
2024-01-20 11:25:00,2024-01-20 11:55:00,YELLOW,2,157.35,115.3,272.79,157.82,113.19,271.01,-230.35,124.14,35.35,-354.49,1333408.44,TIME_OUT,1338545.83,0.38
2024-01-20 12:00:00,2024-01-20 12:30:00,GREEN,5,157.3,112.25,269.68,142.78,123.84,266.62,-997.15,236.69,87.15,-1233.83,1332174.6,TIME_OUT,1338545.83,0.48
2024-01-20 12:55:00,2024-01-20 13:25:00,YELLOW,2,138.75,125.75,264.63,141.68,123.24,264.92,37.08,122.26,34.42,-85.18,1332089.43,TIME_OUT,1338545.83,0.48
2024-01-20 13:35:00,2024-01-20 14:05:00,YELLOW,2,141.85,122.2,264.18,160.52,107.7,268.22,524.39,122.9,34.61,401.49,1332490.92,TIME_OUT,1338545.83,0.45
2024-01-20 14:40:00,2024-01-20 15:10:00,YELLOW,2,160.6,104.65,265.38,153.42,131.58,285.01,2551.22,126.47,35.78,2424.76,1334915.68,TIME_OUT,1338545.83,0.27
2024-01-24 11:10:00,2024-01-24 11:37:00,YELLOW,3,130.35,82.65,213.11,127.34,112.39,239.73,5191.6,146.05,44.15,5045.55,1339961.23,TARGET,1339961.23,0.0
2024-01-24 12:15:00,2024-01-24 12:45:00,YELLOW,3,120.75,99.45,220.31,104.45,106.3,210.74,-1865.28,137.89,42.03,-2003.17,1337958.06,TIME_OUT,1339961.23,0.15
2024-01-24 12:50:00,2024-01-24 13:20:00,YELLOW,3,125.95,84.35,210.41,105.0,89.26,194.25,-3149.7,131.64,39.45,-3281.34,1334676.72,TIME_OUT,1339961.23,0.39
2024-01-24 13:45:00,2024-01-24 14:15:00,YELLOW,3,113.8,83.3,197.2,107.1,82.01,189.11,-1578.16,128.52,37.66,-1706.68,1332970.04,TIME_OUT,1339961.23,0.52
2024-01-30 11:45:00,2024-01-30 12:15:00,YELLOW,2,188.85,139.45,328.46,175.91,146.13,322.04,-835.28,138.96,42.28,-974.24,1331995.8,TIME_OUT,1339961.23,0.59
2024-01-30 12:20:00,2024-01-30 12:50:00,YELLOW,2,179.4,141.7,321.26,164.42,154.92,319.34,-249.64,137.85,41.64,-387.49,1331608.31,TIME_OUT,1339961.23,0.62
2024-01-30 12:55:00,2024-01-30 13:25:00,YELLOW,2,172.4,144.6,317.16,186.91,134.53,321.44,556.49,137.97,41.51,418.52,1332026.83,TIME_OUT,1339961.23,0.59
2024-01-30 13:30:00,2024-01-30 14:00:00,YELLOW,2,167.55,145.35,313.06,181.41,134.48,315.89,368.62,136.51,40.88,232.11,1332258.95,TIME_OUT,1339961.23,0.57
2024-01-30 14:10:00,2024-01-30 14:40:00,YELLOW,2,166.0,151.15,317.31,153.17,170.51,323.69,829.34,138.44,41.66,690.89,1332949.84,TIME_OUT,1339961.23,0.52
2024-01-31 11:20:00,2024-01-31 11:50:00,GREEN,5,155.1,104.85,260.08,151.87,117.34,269.22,2968.99,236.19,86.01,2732.8,1335682.64,TIME_OUT,1339961.23,0.32
2024-01-31 12:20:00,2024-01-31 12:50:00,YELLOW,2,144.45,112.55,257.13,134.48,112.89,247.38,-1267.79,118.05,32.79,-1385.85,1334296.79,TIME_OUT,1339961.23,0.42
2024-01-31 13:15:00,2024-01-31 13:45:00,YELLOW,2,127.7,117.05,244.87,117.09,126.19,243.28,-207.23,116.27,31.73,-323.5,1333973.29,TIME_OUT,1339961.23,0.45
2024-01-31 13:50:00,2024-01-31 14:20:00,YELLOW,2,140.45,103.95,244.52,124.79,115.99,240.78,-486.54,115.72,31.54,-602.27,1333371.03,TIME_OUT,1339961.23,0.49
2024-01-31 14:25:00,2024-01-31 14:55:00,YELLOW,2,115.9,127.7,243.72,146.83,120.44,267.27,3060.78,121.14,33.21,2939.65,1336310.67,TIME_OUT,1339961.23,0.27
2024-02-02 10:10:00,2024-02-02 10:40:00,GREEN,4,189.0,129.55,318.71,206.1,117.14,323.24,1177.55,229.72,83.45,947.83,1337258.5,TIME_OUT,1339961.23,0.2
2024-02-02 10:45:00,2024-02-02 11:15:00,GREEN,4,203.7,116.2,320.06,195.8,129.94,325.74,1476.05,230.96,83.95,1245.09,1338503.59,TIME_OUT,1339961.23,0.11
2024-02-02 12:10:00,2024-02-02 12:40:00,GREEN,4,198.25,132.75,331.17,170.96,145.68,316.64,-3776.21,228.9,84.21,-4005.11,1334498.48,TIME_OUT,1339961.23,0.41
2024-02-02 13:35:00,2024-02-02 14:05:00,GREEN,4,191.6,140.05,331.82,181.76,134.63,316.39,-4010.27,228.9,84.27,-4239.16,1330259.31,TIME_OUT,1339961.23,0.72
2024-02-02 14:25:00,2024-02-02 14:55:00,YELLOW,2,183.9,133.2,317.26,184.01,133.93,317.94,88.71,137.25,41.29,-48.54,1330210.77,TIME_OUT,1339961.23,0.73
2024-02-05 11:45:00,2024-02-05 12:15:00,YELLOW,2,155.9,137.55,293.6,132.53,153.62,286.16,-967.18,128.87,37.68,-1096.05,1329114.72,TIME_OUT,1339961.23,0.81
2024-02-05 12:35:00,2024-02-05 13:05:00,YELLOW,2,148.9,138.1,287.14,137.13,147.03,284.16,-388.13,127.96,37.13,-516.09,1328598.63,TIME_OUT,1339961.23,0.85
2024-02-05 13:35:00,2024-02-05 14:05:00,YELLOW,2,129.7,151.65,281.49,152.72,126.44,279.16,-302.94,126.49,36.44,-429.44,1328169.19,TIME_OUT,1339961.23,0.88
2024-02-06 10:20:00,2024-02-06 10:50:00,YELLOW,2,127.85,142.6,270.59,135.58,125.34,260.92,-1256.55,121.89,34.55,-1378.43,1326790.76,TIME_OUT,1339961.23,0.98
2024-02-06 11:00:00,2024-02-06 11:30:00,YELLOW,2,125.7,131.05,256.88,125.14,131.23,256.37,-65.86,119.89,33.36,-185.76,1326605.0,TIME_OUT,1339961.23,1.0
2024-02-06 12:25:00,2024-02-06 12:55:00,YELLOW,2,120.05,134.5,254.68,121.39,128.59,249.97,-611.3,118.4,32.8,-729.71,1325875.3,TIME_OUT,1339961.23,1.05
2024-02-06 13:00:00,2024-02-06 13:30:00,YELLOW,2,118.65,132.45,251.23,120.54,134.58,255.12,506.59,119.2,32.91,387.38,1326262.68,TIME_OUT,1339961.23,1.02
2024-02-06 13:35:00,2024-02-06 14:05:00,YELLOW,2,133.9,115.55,249.57,120.94,129.94,250.87,168.97,118.2,32.53,50.77,1326313.46,TIME_OUT,1339961.23,1.02
2024-02-06 14:10:00,2024-02-06 14:40:00,YELLOW,2,114.0,133.0,247.12,142.68,126.39,269.07,2852.45,121.77,33.55,2730.68,1329044.13,TIME_OUT,1339961.23,0.81
2024-02-06 14:45:00,2024-02-06 15:10:00,YELLOW,2,134.7,110.8,245.62,106.25,130.23,236.48,-1188.34,114.92,31.34,-1303.26,1327740.88,EOD,1339961.23,0.91
2024-02-07 10:35:00,2024-02-07 11:05:00,YELLOW,3,94.45,101.4,195.95,92.4,99.8,192.2,-730.09,129.34,37.84,-859.43,1326881.45,TIME_OUT,1339961.23,0.98
2024-02-07 12:40:00,2024-02-07 13:10:00,GREEN,7,80.15,108.4,188.64,84.71,96.7,181.41,-3291.94,229.08,84.19,-3521.02,1323360.43,TIME_OUT,1339961.23,1.24
2024-02-07 13:15:00,2024-02-07 13:45:00,GREEN,7,80.2,102.5,182.79,71.71,105.2,176.91,-2675.33,224.26,81.83,-2899.59,1320460.84,TIME_OUT,1339961.23,1.46
2024-02-07 13:50:00,2024-02-07 14:20:00,GREEN,7,84.85,87.2,172.14,76.21,89.06,165.27,-3125.26,212.97,76.76,-3338.23,1317122.61,TIME_OUT,1339961.23,1.7
2024-02-07 14:25:00,2024-02-07 14:39:00,GREEN,8,73.4,89.7,163.18,95.9,91.15,187.06,12414.94,251.92,91.06,12163.01,1329285.62,TARGET,1339961.23,0.8
2024-02-07 14:40:00,2024-02-07 15:03:00,GREEN,8,88.95,71.35,160.38,92.6,90.85,183.46,12000.6,248.09,89.4,11752.51,1341038.13,TARGET,1341038.13,0.0
2024-02-09 10:05:00,2024-02-09 10:35:00,GREEN,3,195.4,161.8,357.38,193.7,156.82,350.52,-1336.52,197.0,69.02,-1533.52,1339504.61,TIME_OUT,1341038.13,0.11
2024-02-09 10:40:00,2024-02-09 11:10:00,GREEN,3,193.2,157.8,351.18,191.15,167.02,358.17,1364.09,198.65,69.16,1165.43,1340670.05,TIME_OUT,1341038.13,0.03
2024-02-09 11:30:00,2024-02-09 12:00:00,GREEN,3,166.65,182.05,348.87,169.42,172.66,342.08,-1325.12,193.4,67.37,-1518.52,1339151.53,TIME_OUT,1341038.13,0.14
2024-02-09 12:50:00,2024-02-09 13:20:00,GREEN,4,173.15,159.95,333.27,165.87,164.17,330.03,-840.23,234.76,86.23,-1074.99,1338076.54,TIME_OUT,1341038.13,0.22
2024-02-09 13:25:00,2024-02-09 13:55:00,GREEN,4,166.1,165.05,331.32,165.97,158.52,324.49,-1775.25,232.17,85.25,-2007.42,1336069.12,TIME_OUT,1341038.13,0.37
2024-02-09 14:00:00,2024-02-09 14:30:00,GREEN,4,164.0,160.3,324.46,180.51,142.78,323.29,-305.21,230.62,84.21,-535.83,1335533.29,TIME_OUT,1341038.13,0.41
2024-02-09 14:55:00,2024-02-09 15:10:00,GREEN,4,152.0,164.3,316.46,161.92,145.28,307.2,-2408.07,222.74,81.08,-2630.81,1332902.48,EOD,1341038.13,0.61
2024-02-12 10:55:00,2024-02-12 11:25:00,GREEN,4,136.6,139.9,276.64,151.92,120.09,272.01,-1202.32,202.09,71.32,-1404.41,1331498.07,TIME_OUT,1341038.13,0.71
2024-02-13 11:25:00,2024-02-13 11:55:00,GREEN,5,111.45,129.0,240.57,104.55,131.73,236.28,-1393.74,215.43,77.49,-1609.17,1329888.9,TIME_OUT,1341038.13,0.83
2024-02-13 13:10:00,2024-02-13 13:40:00,YELLOW,3,111.9,115.3,227.31,114.44,117.44,231.88,891.23,145.25,44.77,745.98,1330634.88,TIME_OUT,1341038.13,0.78
2024-02-13 14:15:00,2024-02-13 14:45:00,YELLOW,2,129.4,101.9,231.42,124.69,100.75,225.44,-777.2,111.55,29.7,-888.74,1329746.14,TIME_OUT,1341038.13,0.84
2024-02-13 14:50:00,2024-02-13 15:10:00,YELLOW,3,124.15,101.3,225.56,116.64,103.35,219.99,-1086.69,141.36,43.44,-1228.05,1328518.09,EOD,1341038.13,0.93
2024-02-14 10:40:00,2024-02-14 11:10:00,GREEN,7,89.35,88.9,178.34,73.06,100.45,173.51,-2195.8,220.6,80.05,-2416.4,1326101.69,TIME_OUT,1341038.13,1.11
2024-02-14 11:15:00,2024-02-14 11:45:00,GREEN,7,84.8,89.3,174.19,77.81,93.6,171.41,-1261.62,217.97,78.62,-1479.59,1324622.1,TIME_OUT,1341038.13,1.22
2024-02-14 11:55:00,2024-02-14 12:25:00,YELLOW,4,85.5,83.65,169.23,71.61,95.25,166.87,-615.69,142.14,43.69,-757.84,1323864.26,TIME_OUT,1341038.13,1.28
2024-02-14 13:20:00,2024-02-14 13:45:00,YELLOW,4,75.9,89.3,165.28,96.3,93.65,189.95,6414.82,151.08,46.18,6263.74,1330128.0,TARGET,1341038.13,0.81
2024-02-14 14:00:00,2024-02-14 14:04:00,YELLOW,4,95.0,68.05,163.13,99.5,85.81,185.31,5765.7,148.83,45.3,5616.87,1335744.87,TARGET,1341038.13,0.39
2024-02-14 14:05:00,2024-02-14 14:24:00,GREEN,8,94.55,67.95,162.58,98.45,85.36,183.81,11037.94,249.05,90.06,10788.88,1346533.75,TARGET,1346533.75,0.0
2024-02-16 10:15:00,2024-02-16 10:45:00,GREEN,4,175.75,153.15,329.06,172.26,151.87,324.14,-1280.92,231.68,84.92,-1512.59,1345021.16,TIME_OUT,1346533.75,0.11
2024-02-16 10:50:00,2024-02-16 11:20:00,GREEN,4,195.0,134.75,329.91,175.36,149.93,325.29,-1203.18,232.28,85.18,-1435.46,1343585.7,TIME_OUT,1346533.75,0.22
2024-02-16 11:25:00,2024-02-16 11:55:00,GREEN,4,168.15,154.9,323.21,161.77,155.87,317.64,-1448.31,228.09,83.31,-1676.4,1341909.3,TIME_OUT,1346533.75,0.34
2024-02-16 12:00:00,2024-02-16 12:30:00,GREEN,4,165.5,153.6,319.26,156.62,159.27,315.89,-875.57,226.76,82.57,-1102.33,1340806.96,TIME_OUT,1346533.75,0.43
2024-02-16 12:35:00,2024-02-16 13:05:00,GREEN,4,158.7,158.3,317.16,172.61,146.93,319.54,619.23,227.95,82.77,391.28,1341198.24,TIME_OUT,1346533.75,0.4
2024-02-16 13:15:00,2024-02-16 13:45:00,GREEN,4,170.5,147.5,318.16,165.92,150.97,316.89,-329.56,227.01,82.56,-556.57,1340641.68,TIME_OUT,1346533.75,0.44
2024-02-16 13:50:00,2024-02-16 14:20:00,GREEN,4,167.65,149.35,317.16,154.22,156.17,310.39,-1758.58,224.17,81.58,-1982.75,1338658.92,TIME_OUT,1346533.75,0.58
2024-02-16 14:25:00,2024-02-16 14:55:00,GREEN,4,156.75,151.8,308.7,164.87,140.83,305.7,-781.87,220.93,79.87,-1002.8,1337656.12,TIME_OUT,1346533.75,0.66
2024-02-16 15:00:00,2024-02-16 15:10:00,GREEN,4,166.45,138.75,305.35,157.47,144.78,302.25,-806.99,218.99,78.99,-1025.98,1336630.14,EOD,1346533.75,0.74
2024-02-19 09:50:00,2024-02-19 10:20:00,GREEN,4,127.6,162.75,290.5,147.83,136.18,284.01,-1686.69,209.17,74.69,-1895.86,1334734.29,TIME_OUT,1346533.75,0.88
2024-02-19 10:25:00,2024-02-19 10:55:00,GREEN,4,138.45,140.05,278.64,134.63,140.93,275.56,-800.05,203.86,72.05,-1003.91,1333730.38,TIME_OUT,1346533.75,0.95
2024-02-19 13:30:00,2024-02-19 14:00:00,YELLOW,2,140.8,134.05,274.99,156.32,120.79,277.11,276.11,125.57,35.89,150.54,1333880.92,TIME_OUT,1346533.75,0.94
2024-02-19 14:40:00,2024-02-19 15:10:00,YELLOW,2,156.0,116.35,272.49,135.23,130.63,265.87,-860.49,123.05,34.99,-983.55,1332897.38,TIME_OUT,1346533.75,1.01
2024-02-20 10:55:00,2024-02-20 11:25:00,YELLOW,2,108.0,140.2,248.32,123.49,119.99,243.48,-629.97,116.57,31.97,-746.54,1332150.84,TIME_OUT,1346533.75,1.07
2024-02-20 12:45:00,2024-02-20 13:15:00,YELLOW,2,125.8,109.3,235.22,108.65,124.69,233.33,-244.96,113.47,30.46,-358.43,1331792.41,TIME_OUT,1346533.75,1.09
2024-02-20 13:20:00,2024-02-20 13:50:00,GREEN,5,109.15,124.7,233.97,117.94,110.99,228.94,-1635.22,210.37,75.22,-1845.59,1329946.82,TIME_OUT,1346533.75,1.23
2024-02-20 14:20:00,2024-02-20 14:50:00,GREEN,6,103.35,118.55,222.01,104.25,115.64,219.89,-827.17,234.64,86.17,-1061.81,1328885.01,TIME_OUT,1346533.75,1.31
2024-02-20 14:55:00,2024-02-20 15:10:00,GREEN,6,108.55,109.95,218.61,106.1,111.39,217.49,-436.04,232.37,85.04,-668.41,1328216.61,EOD,1346533.75,1.36
2024-02-21 10:10:00,2024-02-21 10:40:00,YELLOW,3,81.95,107.05,189.09,77.36,111.19,188.56,-105.07,127.42,36.82,-232.49,1327984.12,TIME_OUT,1346533.75,1.38
2024-02-21 11:10:00,2024-02-21 11:40:00,GREEN,7,84.7,97.0,181.79,83.81,91.35,175.16,-3015.96,222.72,81.21,-3238.68,1324745.44,TIME_OUT,1346533.75,1.62
2024-02-21 11:55:00,2024-02-21 12:25:00,YELLOW,3,91.1,81.85,173.04,90.65,73.96,164.62,-1641.67,118.15,32.92,-1759.82,1322985.62,TIME_OUT,1346533.75,1.75
2024-02-21 12:30:00,2024-02-21 12:51:00,YELLOW,4,90.2,72.5,162.78,91.25,91.95,183.21,5311.02,147.91,44.98,5163.11,1328148.73,TARGET,1346533.75,1.37
2024-02-21 13:10:00,2024-02-21 13:40:00,GREEN,8,84.65,71.5,156.23,90.95,59.22,150.17,-3147.66,219.3,79.66,-3366.96,1324781.77,TIME_OUT,1346533.75,1.62
2024-02-23 10:10:00,2024-02-23 10:40:00,GREEN,4,180.15,143.5,323.81,189.51,139.68,329.19,1397.11,232.96,84.89,1164.15,1325945.92,TIME_OUT,1346533.75,1.53
2024-02-23 10:50:00,2024-02-23 11:20:00,GREEN,4,171.05,147.15,318.36,167.62,143.53,311.14,-1875.83,224.66,81.84,-2100.5,1323845.43,TIME_OUT,1346533.75,1.68
2024-02-23 11:40:00,2024-02-23 12:10:00,GREEN,4,175.25,136.55,311.96,165.92,145.68,311.59,-94.06,223.87,81.06,-317.93,1323527.5,TIME_OUT,1346533.75,1.71
2024-02-23 12:15:00,2024-02-23 12:45:00,GREEN,4,163.9,147.8,311.86,175.46,134.18,309.65,-574.8,223.05,80.8,-797.84,1322729.66,TIME_OUT,1346533.75,1.77
2024-02-23 12:55:00,2024-02-23 13:25:00,GREEN,4,178.25,132.9,311.31,168.97,141.28,310.24,-275.8,223.21,80.8,-499.01,1322230.65,TIME_OUT,1346533.75,1.8
2024-02-23 13:30:00,2024-02-23 14:00:00,GREEN,4,156.35,151.65,308.15,158.02,147.43,305.45,-703.77,220.74,79.77,-924.51,1321306.14,TIME_OUT,1346533.75,1.87
2024-02-23 14:10:00,2024-02-23 14:40:00,GREEN,4,182.55,128.65,311.36,160.07,139.93,300.0,-2952.48,218.98,79.48,-3171.46,1318134.68,TIME_OUT,1346533.75,2.11
2024-02-23 14:45:00,2024-02-23 15:10:00,GREEN,4,158.75,141.45,300.35,167.57,133.23,300.8,116.85,217.62,78.15,-100.77,1318033.9,EOD,1346533.75,2.12
2024-02-26 10:50:00,2024-02-26 11:20:00,GREEN,4,142.45,142.2,284.79,161.62,126.04,287.66,744.58,209.8,74.42,534.78,1318568.68,TIME_OUT,1346533.75,2.08
2024-02-27 11:40:00,2024-02-27 12:10:00,YELLOW,2,122.15,114.5,236.77,127.39,109.45,236.83,8.22,114.31,30.78,-106.1,1318462.58,TIME_OUT,1346533.75,2.08
2024-02-27 12:35:00,2024-02-27 13:05:00,YELLOW,2,108.05,123.85,232.02,117.39,115.04,232.43,54.31,113.04,30.19,-58.73,1318403.86,TIME_OUT,1346533.75,2.09
2024-02-27 14:30:00,2024-02-27 15:00:00,GREEN,6,111.55,105.1,216.76,105.4,110.54,215.94,-318.38,230.98,84.38,-549.36,1317854.5,TIME_OUT,1346533.75,2.13
2024-02-28 10:10:00,2024-02-28 10:40:00,YELLOW,3,77.55,106.9,184.54,98.9,93.95,192.85,1620.7,128.23,36.8,1492.48,1319346.97,TIME_OUT,1346533.75,2.02
2024-02-28 11:50:00,2024-02-28 12:20:00,YELLOW,3,84.15,113.05,197.3,87.91,103.9,191.8,-1071.44,129.37,37.94,-1200.81,1318146.17,TIME_OUT,1346533.75,2.11
2024-02-28 14:45:00,2024-02-28 15:10:00,GREEN,7,73.35,111.55,184.99,93.25,112.09,205.35,9261.45,245.42,88.8,9016.03,1327162.19,EOD,1346533.75,1.44
2024-03-01 10:35:00,2024-03-01 11:05:00,GREEN,4,180.4,155.7,336.27,178.06,153.42,331.48,-1243.81,235.82,86.81,-1479.63,1325682.57,TIME_OUT,1346533.75,1.55
2024-03-01 11:10:00,2024-03-01 11:40:00,GREEN,4,192.5,136.2,328.86,190.4,153.92,344.33,4020.48,239.99,87.51,3780.49,1329463.06,TIME_OUT,1346533.75,1.27
2024-03-01 12:25:00,2024-03-01 12:55:00,GREEN,3,182.9,159.6,342.67,186.41,158.12,344.53,362.0,193.45,67.0,168.55,1329631.61,TIME_OUT,1346533.75,1.26
2024-03-01 13:10:00,2024-03-01 13:40:00,GREEN,4,181.25,157.45,338.87,187.21,150.52,337.73,-295.96,238.8,87.96,-534.76,1329096.85,TIME_OUT,1346533.75,1.29
2024-03-01 13:50:00,2024-03-01 14:20:00,GREEN,4,188.85,148.2,337.22,162.87,160.82,323.69,-3517.92,232.74,85.92,-3750.66,1325346.19,TIME_OUT,1346533.75,1.57
2024-03-01 14:30:00,2024-03-01 15:00:00,GREEN,4,166.95,153.95,321.06,166.32,153.72,320.04,-265.34,228.76,83.34,-494.1,1324852.1,TIME_OUT,1346533.75,1.61
2024-03-02 11:40:00,2024-03-02 12:10:00,GREEN,4,150.1,153.45,303.7,149.18,140.63,289.81,-3613.15,213.59,77.16,-3826.75,1321025.35,TIME_OUT,1346533.75,1.89
2024-03-02 12:15:00,2024-03-04 09:30:00,GREEN,4,148.55,139.55,288.24,142.93,139.33,282.26,-1556.16,208.1,74.17,-1764.27,1319261.08,TIME_OUT,1346533.75,2.03
2024-03-04 10:50:00,2024-03-04 11:20:00,YELLOW,2,143.2,120.15,263.48,127.94,133.08,261.02,-320.09,121.36,34.09,-441.45,1318819.63,TIME_OUT,1346533.75,2.06
2024-03-04 11:35:00,2024-03-04 12:05:00,YELLOW,2,124.4,134.6,259.13,123.49,134.08,257.57,-202.59,120.32,33.59,-322.9,1318496.73,TIME_OUT,1346533.75,2.08
2024-03-04 12:15:00,2024-03-04 12:45:00,GREEN,5,122.4,131.5,254.03,129.39,124.74,254.12,31.18,227.23,82.57,-196.05,1318300.67,TIME_OUT,1346533.75,2.1
2024-03-04 12:55:00,2024-03-04 13:25:00,GREEN,5,115.4,140.4,255.93,125.19,124.79,249.97,-1934.71,225.45,82.21,-2160.16,1316140.52,TIME_OUT,1346533.75,2.26
2024-03-04 13:30:00,2024-03-04 14:00:00,GREEN,5,123.55,125.6,249.27,112.99,137.23,250.22,308.83,224.3,81.17,84.53,1316225.05,TIME_OUT,1346533.75,2.25
2024-03-04 14:05:00,2024-03-04 14:35:00,GREEN,5,119.1,125.15,244.37,123.34,120.99,244.33,-14.41,220.31,79.41,-234.73,1315990.32,TIME_OUT,1346533.75,2.27
2024-03-04 14:45:00,2024-03-04 15:10:00,GREEN,5,118.15,126.5,244.77,123.29,123.04,246.33,505.2,221.42,79.8,283.77,1316274.09,EOD,1346533.75,2.25
2024-03-05 11:05:00,2024-03-05 11:35:00,GREEN,6,99.8,116.95,216.86,97.85,112.44,210.29,-2559.79,227.5,83.29,-2787.3,1313486.79,TIME_OUT,1346533.75,2.45
2024-03-05 11:45:00,2024-03-05 12:15:00,GREEN,6,113.35,97.85,211.31,83.36,120.44,203.8,-2927.94,222.2,80.95,-3150.14,1310336.65,TIME_OUT,1346533.75,2.69
2024-03-05 12:30:00,2024-03-05 13:00:00,GREEN,6,99.75,104.7,204.55,111.59,94.9,206.5,758.35,222.32,80.15,536.03,1310872.68,TIME_OUT,1346533.75,2.65
2024-03-05 13:55:00,2024-03-05 14:25:00,GREEN,6,97.5,96.55,194.15,109.15,87.21,196.35,859.85,213.63,76.15,646.22,1311518.9,TIME_OUT,1346533.75,2.6
2024-03-05 14:30:00,2024-03-05 15:00:00,YELLOW,3,101.55,92.5,194.15,108.2,84.96,193.15,-193.76,129.42,37.76,-323.19,1311195.72,TIME_OUT,1346533.75,2.62
2024-03-06 13:15:00,2024-03-06 13:32:00,YELLOW,4,78.05,76.8,154.93,100.2,78.51,178.71,6183.63,144.84,43.37,6038.78,1317234.5,TARGET,1346533.75,2.18
2024-03-07 12:35:00,2024-03-07 13:05:00,YELLOW,6,21.1,31.7,52.83,31.88,20.19,52.07,-293.46,91.65,20.46,-385.1,1316849.39,TIME_OUT,1346533.75,2.2
2024-03-11 10:25:00,2024-03-11 10:55:00,YELLOW,2,131.7,116.3,248.12,128.09,116.74,244.83,-428.54,116.84,32.04,-545.38,1316304.02,TIME_OUT,1346533.75,2.25
2024-03-11 11:00:00,2024-03-11 11:30:00,YELLOW,2,128.3,116.5,244.92,144.73,102.8,247.53,338.49,117.15,32.01,221.34,1316525.36,TIME_OUT,1346533.75,2.23
2024-03-11 11:35:00,2024-03-11 12:05:00,YELLOW,2,122.05,119.6,241.77,133.43,112.24,245.68,507.82,116.53,31.68,391.29,1316916.65,TIME_OUT,1346533.75,2.2
2024-03-11 12:35:00,2024-03-11 13:05:00,YELLOW,2,128.9,116.9,245.92,125.09,118.89,243.98,-252.84,116.49,31.84,-369.34,1316547.31,TIME_OUT,1346533.75,2.23
2024-03-11 13:10:00,2024-03-11 13:40:00,YELLOW,2,127.5,118.15,245.77,130.23,111.89,242.13,-473.71,116.1,31.71,-589.81,1315957.5,TIME_OUT,1346533.75,2.27
2024-03-11 13:45:00,2024-03-11 14:15:00,YELLOW,2,127.2,115.75,243.07,122.09,120.39,242.48,-77.06,115.96,31.56,-193.02,1315764.47,TIME_OUT,1346533.75,2.29
2024-03-11 14:30:00,2024-03-11 15:00:00,YELLOW,2,146.45,97.7,244.27,117.99,114.94,232.93,-1474.02,114.08,31.02,-1588.1,1314176.37,TIME_OUT,1346533.75,2.4
2024-03-12 10:25:00,2024-03-12 10:46:00,YELLOW,3,116.0,92.8,208.9,151.07,88.36,239.43,5952.54,145.47,43.71,5807.07,1319983.44,TARGET,1346533.75,1.97
2024-03-12 11:30:00,2024-03-12 12:00:00,GREEN,6,141.3,78.65,220.06,124.29,90.65,214.94,-1995.83,231.12,84.83,-2226.95,1317756.49,TIME_OUT,1346533.75,2.14
2024-03-12 12:15:00,2024-03-12 12:38:00,GREEN,6,132.8,80.55,213.46,137.78,101.8,239.58,10188.16,244.88,88.34,9943.28,1327699.77,TARGET,1346533.75,1.4
2024-03-12 13:00:00,2024-03-12 13:30:00,GREEN,6,124.45,87.6,212.16,113.64,90.85,204.5,-2986.75,222.83,81.25,-3209.57,1324490.2,TIME_OUT,1346533.75,1.64
2024-03-12 13:35:00,2024-03-12 14:05:00,YELLOW,3,113.65,90.4,204.15,113.74,90.95,204.7,106.39,134.15,39.86,-27.77,1324462.43,TIME_OUT,1346533.75,1.64
2024-03-12 14:10:00,2024-03-12 14:37:00,GREEN,6,109.1,96.25,205.45,142.28,91.6,233.88,11087.83,239.51,85.67,10848.32,1335310.75,TARGET,1346533.75,0.83
2024-03-15 10:40:00,2024-03-15 11:10:00,YELLOW,2,185.45,144.75,330.37,174.01,146.88,320.89,-1231.83,138.87,42.33,-1370.7,1333940.05,TIME_OUT,1346533.75,0.94
2024-03-15 11:15:00,2024-03-15 11:45:00,YELLOW,2,178.5,144.7,323.36,185.71,137.13,322.84,-68.0,138.73,42.0,-206.74,1333733.32,TIME_OUT,1346533.75,0.95
