Entry_Date,Exit_Date,Regime,Lots,CE_Entry,PE_Entry,Straddle_Entry,CE_Exit,PE_Exit,Straddle_Exit,Gross_PnL,Taxes,Slippage_Cost,Net_PnL,Equity,Reason,Peak,Drawdown_Pct
2024-10-28 14:30:00,2024-10-28 15:00:00,YELLOW,3,108.5,124.5,233.12,135.33,99.6,234.93,354.12,146.86,45.63,207.25,1563807.58,TIME_OUT,1613816.87,3.1
2024-10-29 13:25:00,2024-10-29 13:55:00,YELLOW,3,108.5,110.5,219.11,108.95,101.35,210.29,-1718.87,137.61,41.87,-1856.48,1561951.11,TIME_OUT,1613816.87,3.21
2024-10-30 11:05:00,2024-10-30 11:35:00,YELLOW,4,89.3,88.7,178.09,95.3,79.56,174.86,-838.88,146.81,45.88,-985.69,1560965.42,TIME_OUT,1613816.87,3.27
2024-10-30 11:45:00,2024-10-30 12:15:00,YELLOW,4,98.1,73.55,171.74,87.71,79.31,167.02,-1227.04,142.59,44.04,-1369.63,1559595.79,TIME_OUT,1613816.87,3.36
2024-10-30 12:20:00,2024-10-30 12:50:00,YELLOW,4,89.9,75.1,165.08,95.05,68.62,163.67,-367.74,140.18,42.74,-507.92,1559087.87,TIME_OUT,1613816.87,3.39
2024-10-30 13:10:00,2024-10-30 13:32:00,YELLOW,5,86.1,68.5,154.68,89.86,85.86,175.71,6836.31,167.66,53.69,6668.65,1565756.52,TARGET,1613816.87,2.98
2024-10-30 14:40:00,2024-10-30 15:10:00,YELLOW,5,94.25,59.6,153.93,79.86,66.57,146.43,-2437.56,152.38,48.81,-2589.94,1563166.58,TIME_OUT,1613816.87,3.14
2024-10-31 12:05:00,2024-10-31 12:20:00,YELLOW,7,16.15,29.6,45.77,33.23,37.08,70.31,11166.59,110.36,26.41,11056.23,1574222.81,TARGET,1613816.87,2.45
2024-10-31 12:25:00,2024-10-31 12:30:00,GREEN,15,29.5,16.2,45.72,10.14,43.88,54.02,8092.62,157.25,48.63,7935.37,1582158.18,TARGET,1613816.87,1.96
2024-10-31 12:35:00,2024-10-31 13:05:00,YELLOW,7,27.55,17.35,44.92,20.54,22.69,43.23,-770.8,90.53,20.05,-861.34,1581296.85,TIME_OUT,1613816.87,2.02
2024-11-05 11:25:00,2024-11-05 11:55:00,YELLOW,2,184.7,185.9,370.79,206.95,180.31,387.26,2141.23,155.69,49.27,1985.54,1583282.39,TIME_OUT,1613816.87,1.89
2024-11-06 10:25:00,2024-11-06 10:38:00,GREEN,7,114.45,97.6,212.16,112.94,125.99,238.93,12182.37,277.01,102.62,11905.37,1595187.75,TARGET,1613816.87,1.15
2024-11-06 12:40:00,2024-11-06 13:10:00,GREEN,8,88.3,106.75,195.15,94.3,89.71,184.01,-5792.58,259.21,98.58,-6051.79,1589135.97,TIME_OUT,1613816.87,1.53
2024-11-06 14:00:00,2024-11-06 14:22:00,GREEN,9,79.45,95.05,174.59,101.2,100.15,201.35,15655.78,294.74,109.96,15361.04,1604497.01,TARGET,1613816.87,0.58
2024-11-06 14:35:00,2024-11-06 15:05:00,YELLOW,4,87.85,85.0,172.94,66.82,106.7,173.51,149.96,145.46,45.04,4.5,1604501.51,TIME_OUT,1613816.87,0.58
2024-11-08 10:50:00,2024-11-08 11:20:00,YELLOW,2,181.15,141.3,322.61,164.72,143.43,308.15,-1880.5,135.64,41.0,-2016.14,1602485.37,TIME_OUT,1613816.87,0.7
2024-11-08 11:35:00,2024-11-08 12:05:00,YELLOW,2,156.7,156.4,313.26,163.82,147.03,310.84,-313.57,135.48,40.57,-449.04,1602036.33,TIME_OUT,1613816.87,0.73
2024-11-08 12:15:00,2024-11-08 12:45:00,YELLOW,2,160.8,147.75,308.7,154.52,150.02,304.55,-540.36,133.83,39.86,-674.19,1601362.14,TIME_OUT,1613816.87,0.77
2024-11-08 12:50:00,2024-11-08 13:20:00,YELLOW,2,153.2,152.05,305.4,166.37,136.43,302.8,-338.53,133.21,39.53,-471.75,1600890.39,TIME_OUT,1613816.87,0.8
2024-11-08 13:30:00,2024-11-08 14:00:00,YELLOW,2,147.6,149.15,296.9,154.37,135.28,289.66,-941.63,129.84,38.13,-1071.47,1599818.92,TIME_OUT,1613816.87,0.87
2024-11-08 14:25:00,2024-11-08 14:55:00,YELLOW,2,141.35,147.35,288.84,154.87,135.93,290.8,254.82,129.46,37.68,125.36,1599944.28,TIME_OUT,1613816.87,0.86
2024-11-11 12:55:00,2024-11-11 13:25:00,YELLOW,3,111.3,130.15,241.57,133.03,113.09,246.13,888.45,151.3,47.55,737.14,1600681.43,TIME_OUT,1613816.87,0.81
2024-11-12 11:25:00,2024-11-12 11:55:00,GREEN,7,106.05,106.15,212.31,100.05,113.19,213.24,426.44,258.46,96.81,167.97,1600849.4,TIME_OUT,1613816.87,0.8
2024-11-12 12:00:00,2024-11-12 12:22:00,GREEN,7,96.7,117.9,214.71,122.39,118.59,240.98,11953.83,279.17,103.67,11674.65,1612524.05,TARGET,1613816.87,0.08
2024-11-12 12:30:00,2024-11-12 13:00:00,YELLOW,3,115.65,101.65,217.41,120.54,112.34,232.88,3017.6,144.42,43.9,2873.18,1615397.23,TIME_OUT,1615397.23,0.0
2024-11-12 14:15:00,2024-11-12 14:35:00,YELLOW,3,103.15,111.95,215.21,128.94,112.09,241.03,5035.27,146.69,44.48,4888.57,1620285.81,TARGET,1620285.81,0.0
2024-11-12 14:40:00,2024-11-12 15:10:00,YELLOW,3,107.95,103.95,212.01,126.59,91.45,218.04,1176.82,139.19,41.93,1037.63,1621323.43,TIME_OUT,1621323.43,0.0
2024-11-13 12:35:00,2024-11-13 13:05:00,YELLOW,4,98.45,87.2,185.74,91.2,97.7,188.91,822.3,153.79,48.7,668.51,1621991.94,TIME_OUT,1621991.94,0.0
2024-11-13 13:40:00,2024-11-13 14:09:00,YELLOW,4,101.85,80.65,182.59,106.2,104.6,210.79,7332.86,162.35,51.14,7170.51,1629162.45,TARGET,1629162.45,0.0
2024-11-13 14:15:00,2024-11-13 14:45:00,YELLOW,4,90.8,87.3,178.19,95.05,94.95,190.0,3072.13,153.08,47.87,2919.05,1632081.5,TIME_OUT,1632081.5,0.0
2024-11-18 10:20:00,2024-11-18 10:50:00,YELLOW,3,152.35,124.3,276.79,147.58,127.24,274.81,-385.28,164.25,53.78,-549.53,1631531.97,TIME_OUT,1632081.5,0.03
2024-11-18 11:15:00,2024-11-18 11:45:00,YELLOW,3,125.6,141.25,266.98,126.19,132.38,258.57,-1640.49,158.09,51.24,-1798.58,1629733.39,TIME_OUT,1632081.5,0.14
2024-11-18 14:50:00,2024-11-18 15:10:00,YELLOW,3,119.75,120.9,240.77,113.89,120.29,234.18,-1284.56,147.51,46.31,-1432.07,1628301.32,EOD,1632081.5,0.23
2024-11-19 10:30:00,2024-11-19 11:00:00,YELLOW,4,100.25,98.45,198.8,84.76,105.3,190.05,-2273.55,156.26,50.55,-2429.82,1625871.51,TIME_OUT,1632081.5,0.38
2024-11-19 11:55:00,2024-11-19 12:25:00,GREEN,8,98.7,87.0,185.79,93.45,86.91,180.36,-2825.2,253.32,95.2,-3078.52,1622792.99,TIME_OUT,1632081.5,0.57
2024-11-19 12:30:00,2024-11-19 13:00:00,YELLOW,4,89.45,91.5,181.04,92.9,86.11,179.01,-527.81,148.97,46.81,-676.78,1622116.21,TIME_OUT,1632081.5,0.61
2024-11-19 13:05:00,2024-11-19 13:35:00,GREEN,9,93.1,86.35,179.54,97.95,79.16,177.11,-1420.57,273.91,104.32,-1694.48,1620421.73,TIME_OUT,1632081.5,0.71
2024-11-19 13:40:00,2024-11-19 14:08:00,YELLOW,4,93.55,83.25,176.89,99.55,105.05,204.6,7204.4,158.92,49.59,7045.49,1627467.22,TARGET,1632081.5,0.28
2024-11-22 11:10:00,2024-11-22 11:40:00,YELLOW,2,187.05,197.45,384.69,217.34,172.41,389.76,658.16,157.27,50.34,500.89,1627968.11,TIME_OUT,1632081.5,0.25
2024-11-25 11:25:00,2024-11-25 11:55:00,YELLOW,2,164.9,135.1,300.15,151.62,140.88,292.5,-994.02,130.68,38.52,-1124.7,1626843.4,TIME_OUT,1632081.5,0.32
2024-11-25 12:25:00,2024-11-25 12:55:00,YELLOW,2,145.7,142.9,288.74,154.22,151.32,305.55,2184.37,132.5,38.63,2051.87,1628895.27,TIME_OUT,1632081.5,0.2
2024-11-25 14:05:00,2024-11-25 14:35:00,YELLOW,2,142.7,156.75,299.6,154.57,140.23,294.8,-623.64,131.11,38.64,-754.75,1628140.52,TIME_OUT,1632081.5,0.24
2024-11-26 10:05:00,2024-11-26 10:35:00,YELLOW,3,118.25,132.65,251.03,114.24,137.03,251.27,48.53,153.99,48.97,-105.46,1628035.06,TIME_OUT,1632081.5,0.25
2024-11-26 11:15:00,2024-11-26 11:45:00,GREEN,6,119.05,125.0,244.17,137.03,104.0,241.03,-1225.61,252.85,94.61,-1478.46,1626556.6,TIME_OUT,1632081.5,0.34
2024-11-26 11:55:00,2024-11-26 12:25:00,YELLOW,3,132.0,106.9,239.02,125.74,122.04,247.78,1707.54,151.52,47.46,1556.01,1628112.61,TIME_OUT,1632081.5,0.24
2024-11-26 12:50:00,2024-11-26 13:20:00,YELLOW,3,135.25,103.55,238.92,115.99,113.19,229.19,-1898.14,145.75,45.64,-2043.89,1626068.73,TIME_OUT,1632081.5,0.37
2024-11-26 13:25:00,2024-11-26 13:55:00,YELLOW,3,135.1,99.85,235.07,119.24,112.59,231.83,-630.52,146.12,45.52,-776.65,1625292.08,TIME_OUT,1632081.5,0.42
2024-11-26 14:05:00,2024-11-26 14:35:00,YELLOW,3,121.85,113.3,235.27,123.74,102.1,225.84,-1838.96,144.29,44.96,-1983.25,1623308.83,TIME_OUT,1632081.5,0.54
2024-11-26 14:45:00,2024-11-26 15:10:00,GREEN,7,141.45,89.7,231.27,114.64,102.55,217.19,-6403.77,266.41,102.02,-6670.18,1616638.65,EOD,1632081.5,0.95
2024-11-27 10:45:00,2024-11-27 11:15:00,GREEN,9,80.4,86.6,167.08,77.21,84.96,162.17,-2875.06,255.71,96.31,-3130.77,1613507.89,TIME_OUT,1632081.5,1.14
2024-11-27 11:20:00,2024-11-27 11:50:00,GREEN,10,81.7,79.15,160.93,79.96,80.46,160.42,-331.94,274.71,104.44,-606.65,1612901.24,TIME_OUT,1632081.5,1.18
2024-11-27 11:55:00,2024-11-27 11:57:00,GREEN,9,102.0,67.35,169.43,103.95,87.66,191.6,12969.14,283.9,105.6,12685.24,1625586.48,TARGET,1632081.5,0.4
2024-11-27 12:00:00,2024-11-27 12:23:00,YELLOW,4,103.55,68.4,172.04,109.75,86.71,196.45,6348.1,154.8,47.9,6193.29,1631779.77,TARGET,1632081.5,0.02
2024-11-27 13:55:00,2024-11-27 14:14:00,GREEN,10,88.25,78.95,167.28,110.54,77.16,187.71,13274.63,305.35,115.37,12969.28,1644749.05,TARGET,1644749.05,0.0
2024-11-27 14:20:00,2024-11-27 14:50:00,GREEN,10,90.45,71.5,162.03,82.11,73.16,155.27,-4393.12,269.81,103.12,-4662.94,1640086.11,TIME_OUT,1644749.05,0.28
2024-11-27 14:55:00,2024-11-27 15:10:00,GREEN,10,84.25,69.6,153.93,73.41,74.71,148.13,-3770.67,259.32,98.17,-4029.99,1636056.13,EOD,1644749.05,0.53
2024-11-29 10:10:00,2024-11-29 10:40:00,GREEN,4,233.25,159.25,392.7,227.24,169.02,396.25,924.44,271.25,102.56,653.19,1636709.31,TIME_OUT,1644749.05,0.49
2024-11-29 12:05:00,2024-11-29 12:35:00,GREEN,4,192.8,156.7,349.67,193.25,149.73,342.98,-1741.04,242.63,90.04,-1983.67,1634725.64,TIME_OUT,1644749.05,0.61
2024-11-29 12:45:00,2024-11-29 13:15:00,GREEN,4,185.55,156.65,342.37,201.4,140.68,342.08,-75.98,241.14,88.98,-317.11,1634408.53,TIME_OUT,1644749.05,0.63
2024-11-29 13:45:00,2024-11-29 14:15:00,GREEN,5,184.4,146.15,330.72,191.35,141.78,333.13,785.87,282.76,107.88,503.11,1634911.64,TIME_OUT,1644749.05,0.6
2024-11-29 14:20:00,2024-11-29 14:50:00,GREEN,5,199.25,134.85,334.27,190.8,133.78,324.59,-3145.81,279.03,107.06,-3424.84,1631486.8,TIME_OUT,1644749.05,0.81
2024-11-29 14:55:00,2024-11-29 15:10:00,GREEN,5,185.7,134.7,320.56,175.81,139.43,315.24,-1728.32,271.57,103.32,-1999.89,1629486.91,EOD,1644749.05,0.93
2024-12-02 09:45:00,2024-12-02 10:15:00,GREEN,5,165.7,145.6,311.46,182.31,126.54,308.85,-848.3,266.52,100.8,-1114.82,1628372.1,TIME_OUT,1644749.05,1.0
2024-12-02 10:35:00,2024-12-02 11:05:00,GREEN,5,171.1,145.75,317.01,162.07,153.32,315.39,-525.26,270.97,102.77,-796.23,1627575.87,TIME_OUT,1644749.05,1.04
2024-12-03 11:25:00,2024-12-03 11:55:00,YELLOW,3,127.7,135.0,262.83,146.43,126.39,272.81,1946.52,162.02,52.23,1784.5,1629360.37,TIME_OUT,1644749.05,0.94
2024-12-03 12:00:00,2024-12-03 12:30:00,YELLOW,3,131.25,134.9,266.28,143.23,132.18,275.41,1780.18,163.23,52.82,1616.96,1630977.32,TIME_OUT,1644749.05,0.84
2024-12-03 12:35:00,2024-12-03 13:05:00,YELLOW,3,146.0,127.25,273.39,150.42,123.94,274.36,190.34,163.72,53.41,26.63,1631003.95,TIME_OUT,1644749.05,0.84
2024-12-03 13:10:00,2024-12-03 13:40:00,YELLOW,3,146.9,127.25,274.29,142.73,130.23,272.96,-258.11,163.39,53.36,-421.5,1630582.45,TIME_OUT,1644749.05,0.86
2024-12-03 14:20:00,2024-12-03 14:50:00,YELLOW,3,145.6,121.15,266.88,135.78,130.23,266.02,-168.96,160.38,51.96,-329.34,1630253.11,TIME_OUT,1644749.05,0.88
2024-12-04 10:25:00,2024-12-04 10:55:00,YELLOW,3,126.4,118.4,244.92,111.14,121.24,232.38,-2445.04,147.43,46.54,-2592.47,1627660.65,TIME_OUT,1644749.05,1.04
2024-12-04 11:00:00,2024-12-04 11:30:00,YELLOW,3,127.25,111.35,238.72,106.1,126.59,232.68,-1176.96,146.81,45.96,-1323.77,1626336.88,TIME_OUT,1644749.05,1.12
2024-12-04 11:50:00,2024-12-04 11:57:00,YELLOW,3,103.65,126.95,230.72,107.5,164.92,272.41,8131.19,158.21,49.06,7972.99,1634309.86,TARGET,1644749.05,0.63
2024-12-04 13:05:00,2024-12-04 13:35:00,YELLOW,3,122.0,121.75,243.87,125.74,111.39,237.13,-1314.4,148.78,46.9,-1463.18,1632846.69,TIME_OUT,1644749.05,0.72
2024-12-06 11:10:00,2024-12-06 11:40:00,GREEN,4,190.5,213.1,403.8,191.9,201.1,393.0,-2807.58,271.61,103.58,-3079.19,1629767.49,TIME_OUT,1644749.05,0.91
2024-12-06 12:00:00,2024-12-06 12:30:00,GREEN,4,204.0,190.85,395.05,200.45,181.11,381.56,-3506.96,265.54,100.96,-3772.49,1625995.0,TIME_OUT,1644749.05,1.14
2024-12-06 12:45:00,2024-12-06 13:15:00,GREEN,4,201.6,179.1,380.89,207.85,171.86,379.71,-306.88,262.6,98.88,-569.48,1625425.52,TIME_OUT,1644749.05,1.17
2024-12-06 13:30:00,2024-12-06 14:00:00,GREEN,4,200.9,179.35,380.44,185.61,191.85,377.46,-774.53,261.6,98.53,-1036.13,1624389.39,TIME_OUT,1644749.05,1.24
2024-12-06 14:05:00,2024-12-06 14:35:00,GREEN,4,191.0,187.25,378.44,209.75,172.91,382.66,1097.06,263.44,98.94,833.61,1625223.0,TIME_OUT,1644749.05,1.19
2024-12-06 14:40:00,2024-12-06 15:10:00,GREEN,4,185.05,192.1,377.34,182.06,180.66,362.72,-3801.21,255.03,96.21,-4056.24,1621166.76,TIME_OUT,1644749.05,1.43
2024-12-09 10:40:00,2024-12-09 11:10:00,GREEN,5,163.35,164.3,327.81,150.57,169.67,320.24,-2461.56,275.54,105.31,-2737.1,1618429.66,TIME_OUT,1644749.05,1.6
2024-12-09 12:05:00,2024-12-09 12:35:00,YELLOW,2,165.6,148.6,314.36,142.08,165.02,307.1,-943.89,134.79,40.39,-1078.68,1617350.98,TIME_OUT,1644749.05,1.67
2024-12-09 13:05:00,2024-12-09 13:35:00,YELLOW,2,140.95,163.4,304.5,143.78,155.97,299.75,-617.78,132.51,39.28,-750.29,1616600.69,TIME_OUT,1644749.05,1.71
2024-12-09 13:40:00,2024-12-09 14:10:00,YELLOW,2,141.85,159.05,301.05,138.68,163.92,302.6,201.26,132.84,39.24,68.43,1616669.12,TIME_OUT,1644749.05,1.71
2024-12-09 14:15:00,2024-12-09 14:45:00,YELLOW,2,156.65,147.6,304.4,135.13,160.07,295.2,-1195.97,131.57,38.97,-1327.54,1615341.58,TIME_OUT,1644749.05,1.79
2024-12-09 14:50:00,2024-12-09 15:10:00,GREEN,5,137.2,158.55,295.9,145.43,142.68,288.11,-2532.4,252.82,94.9,-2785.22,1612556.36,EOD,1644749.05,1.96
2024-12-10 10:20:00,2024-12-10 10:50:00,GREEN,6,126.55,128.0,254.68,109.9,140.03,249.92,-1853.4,260.78,98.4,-2114.18,1610442.18,TIME_OUT,1644749.05,2.09
2024-12-10 10:55:00,2024-12-10 11:25:00,GREEN,6,112.35,135.5,247.97,116.39,128.14,244.53,-1344.04,255.89,96.04,-1599.93,1608842.26,TIME_OUT,1644749.05,2.18
2024-12-10 11:35:00,2024-12-10 12:05:00,GREEN,6,122.0,125.75,247.87,114.54,129.64,244.18,-1441.45,255.65,95.95,-1697.1,1607145.16,TIME_OUT,1644749.05,2.29
2024-12-10 13:25:00,2024-12-10 13:55:00,YELLOW,3,124.35,130.1,254.58,114.54,142.03,256.57,388.91,156.04,49.84,232.87,1607378.03,TIME_OUT,1644749.05,2.27
2024-12-10 14:05:00,2024-12-10 14:35:00,YELLOW,3,116.85,135.55,252.53,114.19,130.98,245.18,-1433.03,152.27,48.53,-1585.3,1605792.73,TIME_OUT,1644749.05,2.37
2024-12-10 14:45:00,2024-12-10 15:10:00,YELLOW,3,116.7,124.4,241.22,113.49,118.29,231.78,-1840.12,146.82,46.12,-1986.93,1603805.8,EOD,1644749.05,2.49
2024-12-11 11:00:00,2024-12-11 11:30:00,YELLOW,4,90.6,75.3,165.98,87.96,73.51,161.47,-1173.57,139.41,42.57,-1312.98,1602492.82,TIME_OUT,1644749.05,2.57
2024-12-11 11:35:00,2024-12-11 12:05:00,YELLOW,4,69.5,95.0,164.58,92.7,86.41,179.11,3777.32,146.49,44.68,3630.83,1606123.64,TIME_OUT,1644749.05,2.35
2024-12-11 12:10:00,2024-12-11 12:40:00,GREEN,10,91.5,66.25,157.83,63.97,86.31,150.27,-4910.13,263.04,100.13,-5173.17,1600950.48,TIME_OUT,1644749.05,2.66
2024-12-11 13:00:00,2024-12-11 13:30:00,YELLOW,5,64.45,82.15,146.67,71.46,70.41,141.88,-1558.14,148.64,46.89,-1706.78,1599243.7,TIME_OUT,1644749.05,2.77
2024-12-11 13:35:00,2024-12-11 14:05:00,YELLOW,5,73.8,66.8,140.67,69.82,66.82,136.63,-1312.56,144.78,45.06,-1457.34,1597786.36,TIME_OUT,1644749.05,2.86
2024-12-11 14:10:00,2024-12-11 14:40:00,GREEN,12,71.7,64.15,135.92,63.67,66.97,130.63,-4120.95,271.76,103.96,-4392.72,1593393.64,TIME_OUT,1644749.05,3.12
2024-12-11 14:45:00,2024-12-11 14:54:00,GREEN,12,55.5,79.8,135.37,76.51,79.06,155.57,15759.53,302.44,113.47,15457.09,1608850.73,TARGET,1644749.05,2.18
2024-12-11 14:55:00,2024-12-11 15:10:00,YELLOW,6,80.8,54.75,135.62,59.52,78.86,138.38,1077.57,164.22,53.43,913.35,1609764.09,EOD,1644749.05,2.13
2024-12-13 11:10:00,2024-12-13 11:40:00,YELLOW,2,191.2,193.0,384.39,184.21,188.71,372.91,-1492.22,153.76,49.22,-1645.99,1608118.1,TIME_OUT,1644749.05,2.23
2024-12-13 12:45:00,2024-12-13 13:15:00,YELLOW,2,196.05,171.85,368.08,180.16,170.51,350.67,-2263.22,147.92,46.72,-2411.14,1605706.96,TIME_OUT,1644749.05,2.37
2024-12-13 14:35:00,2024-12-13 15:05:00,YELLOW,2,156.65,154.9,311.71,148.08,140.08,288.16,-3061.49,130.67,38.99,-3192.16,1602514.8,TIME_OUT,1644749.05,2.57
2024-12-17 14:15:00,2024-12-17 14:45:00,YELLOW,3,131.8,111.6,243.52,120.94,119.64,240.58,-573.7,149.81,47.2,-723.51,1601791.29,TIME_OUT,1644749.05,2.61
2024-12-18 11:35:00,2024-12-18 12:05:00,GREEN,9,89.8,81.0,170.89,77.36,87.56,164.92,-3491.22,259.58,98.22,-3750.8,1598040.49,TIME_OUT,1644749.05,2.84
2024-12-18 12:10:00,2024-12-18 12:12:00,GREEN,10,78.1,84.35,162.53,99.8,87.56,187.36,16136.28,303.16,113.71,15833.12,1613873.61,TARGET,1644749.05,1.88
2024-12-18 14:55:00,2024-12-18 15:10:00,GREEN,11,74.35,73.6,148.02,68.72,75.96,144.68,-2392.64,274.12,104.64,-2666.76,1611206.85,EOD,1644749.05,2.04
2024-12-20 11:20:00,2024-12-20 11:50:00,YELLOW,2,224.15,158.65,382.99,209.45,147.13,356.57,-3434.57,150.28,48.07,-3584.85,1607622.0,TIME_OUT,1644749.05,2.26
2024-12-23 11:50:00,2024-12-23 12:20:00,GREEN,8,115.0,89.95,205.05,124.14,82.96,207.1,1062.84,281.34,107.16,781.5,1608403.51,TIME_OUT,1644749.05,2.21
2024-12-23 13:40:00,2024-12-23 14:10:00,YELLOW,3,129.65,90.05,219.81,101.1,114.74,215.84,-773.73,139.41,42.48,-913.14,1607490.37,TIME_OUT,1644749.05,2.27
2024-12-24 10:50:00,2024-12-24 11:20:00,GREEN,9,107.6,68.65,176.34,88.06,73.21,161.27,-8815.25,258.07,98.75,-9073.32,1598417.05,TIME_OUT,1644749.05,2.82
2024-12-24 11:45:00,2024-12-24 11:53:00,YELLOW,5,81.15,74.25,155.48,106.1,73.91,180.01,7972.98,170.03,54.52,7802.95,1606220.0,TARGET,1644749.05,2.34
2024-12-24 11:55:00,2024-12-24 12:03:00,GREEN,10,80.55,74.15,154.78,107.45,70.46,177.91,15036.87,290.43,108.12,14746.44,1620966.45,TARGET,1644749.05,1.45
2024-12-24 13:15:00,2024-12-24 13:45:00,GREEN,11,79.1,60.85,140.02,79.01,70.26,149.28,6617.58,275.97,103.42,6341.6,1627308.05,TIME_OUT,1644749.05,1.06
2024-12-24 14:30:00,2024-12-24 14:49:00,YELLOW,5,77.8,61.4,139.27,102.45,65.72,168.17,9391.29,160.8,49.96,9230.48,1636538.53,TARGET,1644749.05,0.5
2024-12-24 14:50:00,2024-12-24 14:52:00,YELLOW,6,69.8,66.05,135.92,101.45,65.72,167.17,12186.9,182.13,59.1,12004.76,1648543.3,TARGET,1648543.3,0.0
2024-12-24 14:55:00,2024-12-24 15:02:00,YELLOW,6,78.2,61.75,140.02,106.8,56.42,163.22,9047.37,180.63,59.13,8866.74,1657410.03,TARGET,1657410.03,0.0
2024-12-27 10:45:00,2024-12-27 11:15:00,YELLOW,2,187.8,129.0,316.96,177.61,128.74,306.35,-1379.51,134.83,40.51,-1514.35,1655895.68,TIME_OUT,1657410.03,0.09
2024-12-27 11:50:00,2024-12-27 12:20:00,YELLOW,2,178.4,127.5,306.05,166.67,138.83,305.5,-72.25,133.82,39.75,-206.07,1655689.61,TIME_OUT,1657410.03,0.1
2024-12-27 12:25:00,2024-12-27 12:55:00,YELLOW,2,163.25,138.75,302.15,169.82,133.18,303.0,110.17,133.0,39.33,-22.84,1655666.77,TIME_OUT,1657410.03,0.11
2024-12-27 13:00:00,2024-12-27 13:30:00,YELLOW,2,165.45,136.55,302.15,168.52,120.64,289.16,-1689.43,130.14,38.43,-1819.58,1653847.2,TIME_OUT,1657410.03,0.21
2024-12-27 13:35:00,2024-12-27 14:05:00,GREEN,5,167.1,124.35,291.6,167.47,119.44,286.91,-1524.01,251.37,94.01,-1775.38,1652071.82,TIME_OUT,1657410.03,0.32
2024-12-27 14:10:00,2024-12-27 14:40:00,YELLOW,2,169.0,119.1,288.24,167.72,116.54,284.26,-518.21,128.06,37.21,-646.28,1651425.54,TIME_OUT,1657410.03,0.36
2024-12-27 15:00:00,2024-12-27 15:10:00,GREEN,5,174.3,116.15,290.6,172.21,113.69,285.91,-1523.68,250.66,93.68,-1774.35,1649651.19,EOD,1657410.03,0.47
2024-12-31 14:30:00,2024-12-31 15:00:00,YELLOW,3,146.25,128.9,275.29,149.33,120.94,270.26,-979.44,162.67,53.19,-1142.11,1648509.09,TIME_OUT,1657410.03,0.54
2025-01-01 10:20:00,2025-01-01 10:50:00,YELLOW,3,133.75,116.45,250.33,158.62,120.54,279.16,5622.87,162.55,51.62,5460.32,1653969.41,TIME_OUT,1657410.03,0.21
2025-01-01 12:15:00,2025-01-01 12:45:00,YELLOW,3,143.9,125.6,269.63,157.12,122.09,279.21,1867.24,164.79,53.51,1702.45,1655671.85,TIME_OUT,1657410.03,0.1
2025-01-01 13:05:00,2025-01-01 13:35:00,YELLOW,3,139.8,131.0,270.94,132.13,125.24,257.37,-2645.01,158.17,51.51,-2803.18,1652868.67,TIME_OUT,1657410.03,0.27
2025-01-01 13:40:00,2025-01-01 14:10:00,YELLOW,3,141.8,114.6,256.53,132.73,109.99,242.73,-2690.93,151.97,48.68,-2842.9,1650025.78,TIME_OUT,1657410.03,0.45
2025-01-03 10:45:00,2025-01-03 11:15:00,GREEN,4,176.65,162.2,339.02,171.71,159.92,331.63,-1920.18,236.3,87.18,-2156.49,1647869.29,TIME_OUT,1657410.03,0.58
2025-01-03 12:05:00,2025-01-03 12:35:00,GREEN,5,170.0,142.95,313.11,153.32,157.02,310.34,-897.56,267.61,101.31,-1165.17,1646704.12,TIME_OUT,1657410.03,0.65
2025-01-03 12:55:00,2025-01-03 13:25:00,GREEN,5,156.3,152.25,308.7,154.52,148.38,302.9,-1886.88,262.92,99.39,-2149.8,1644554.32,TIME_OUT,1657410.03,0.78
2025-01-03 13:30:00,2025-01-03 14:00:00,GREEN,5,154.5,148.25,302.9,144.08,165.52,309.6,2175.47,265.26,99.53,1910.2,1646464.52,TIME_OUT,1657410.03,0.66
2025-01-03 14:45:00,2025-01-03 15:10:00,GREEN,5,139.35,168.0,307.5,161.02,150.62,311.64,1345.64,267.21,100.61,1078.43,1647542.95,EOD,1657410.03,0.6
2025-01-06 10:30:00,2025-01-06 11:00:00,YELLOW,2,153.5,155.05,308.7,149.18,181.81,330.98,2896.42,139.29,41.58,2757.13,1650300.08,TIME_OUT,1657410.03,0.43
2025-01-07 11:00:00,2025-01-07 11:30:00,YELLOW,3,134.3,135.25,269.68,132.78,130.58,263.37,-1231.72,159.88,51.97,-1391.61,1648908.47,TIME_OUT,1657410.03,0.51
2025-01-07 11:45:00,2025-01-07 12:15:00,YELLOW,3,130.5,131.3,261.93,141.33,125.49,266.82,952.7,160.06,51.55,792.64,1649701.11,TIME_OUT,1657410.03,0.47
2025-01-07 12:30:00,2025-01-07 13:00:00,YELLOW,3,139.95,120.0,260.08,110.29,136.18,246.48,-2652.64,153.54,49.39,-2806.18,1646894.93,TIME_OUT,1657410.03,0.63
2025-01-07 13:05:00,2025-01-07 13:35:00,YELLOW,3,108.3,136.35,244.77,136.73,119.74,256.47,2281.38,154.88,48.87,2126.5,1649021.43,TIME_OUT,1657410.03,0.51
2025-01-07 13:40:00,2025-01-07 14:10:00,GREEN,6,124.3,119.5,243.92,132.58,113.14,245.73,704.02,255.7,95.48,448.32,1649469.74,TIME_OUT,1657410.03,0.48
